insee,name,department_code,department_name,inhabitants,assigned_hospital_insee
57126,"Chambrey",57,"Moselle",319,-1
57127,"Chanville",57,"Moselle",148,57276
57128,"Charleville-sous-Bois",57,"Moselle",297,57455
57129,"Charly-Oradour",57,"Moselle",775,57204
57130,"Château-Bréhain",57,"Moselle",72,57528
57131,"Château-Rouge",57,"Moselle",296,57296
57132,"Château-Salins",57,"Moselle",2297,57528
57133,"Château-Voué",57,"Moselle",100,57353
57134,"Châtel-Saint-Germain",57,"Moselle",1892,57545
57136,"Chémery-les-Deux",57,"Moselle",580,57455
57137,"Cheminot",57,"Moselle",816,54312
57138,"Chenois",57,"Moselle",82,57528
57139,"Chérisey",57,"Moselle",280,57037
57140,"Chesny",57,"Moselle",565,57037
57141,"Chicourt",57,"Moselle",89,57528
57142,"Chieulles",57,"Moselle",419,57204
57143,"Clouange",57,"Moselle",3359,57582
57144,"Cocheren",57,"Moselle",3359,57058
57145,"Coincy",57,"Moselle",328,57204
57146,"Coin-lès-Cuvry",57,"Moselle",811,57153
57147,"Coin-sur-Seille",57,"Moselle",333,57153
57148,"Colligny-Maizery",57,"Moselle",564,57037
57149,"Colmen",57,"Moselle",206,57215
57150,"Condé-Northen",57,"Moselle",707,57455
57151,"Conthil",57,"Moselle",145,57060
57152,"Contz-les-Bains",57,"Moselle",519,57370
57153,"Corny-sur-Moselle",57,"Moselle",2156,57153
57154,"Coume",57,"Moselle",612,57296
57155,"Courcelles-Chaussy",57,"Moselle",2986,57276
57156,"Courcelles-sur-Nied",57,"Moselle",1183,57037
57158,"Craincourt",57,"Moselle",234,54315
57159,"Créhange",57,"Moselle",3799,57276
57160,"Creutzwald",57,"Moselle",12514,57296
57161,"Cutting",57,"Moselle",103,57060
57162,"Cuvry",57,"Moselle",987,57153
57163,"Dabo",57,"Moselle",2366,67342
57165,"Dalem",57,"Moselle",701,57296
57166,"Dalhain",57,"Moselle",101,57528
57167,"Dalstein",57,"Moselle",381,57455
57168,"Danne-et-Quatre-Vents",57,"Moselle",673,57169
57169,"Dannelbourg",57,"Moselle",504,57169
57171,"Delme",57,"Moselle",1151,57528
57172,"Denting",57,"Moselle",278,57296
57173,"Desseling",57,"Moselle",101,-1
57174,"Destry",57,"Moselle",105,57528
57175,"Diane-Capelle",57,"Moselle",235,57304
57176,"Diebling",57,"Moselle",1673,57058
57177,"Dieuze",57,"Moselle",2794,57353
57178,"Diffembach-lès-Hellimer",57,"Moselle",356,-1
57179,"Distroff",57,"Moselle",1836,57370
57180,"Dolving",57,"Moselle",343,57304
57181,"Domnom-lès-Dieuze",57,"Moselle",91,57060
57182,"Donjeux",57,"Moselle",94,57528
57183,"Donnelay",57,"Moselle",187,57353
57186,"Ébersviller",57,"Moselle",956,57455
57187,"Éblange",57,"Moselle",360,57455
57188,"Éguelshardt",57,"Moselle",434,-1
57189,"Eincheville",57,"Moselle",224,-1
57190,"Elvange",57,"Moselle",419,57276
57191,"Elzange",57,"Moselle",683,57370
57192,"Enchenberg",57,"Moselle",1214,57477
57193,"Ennery",57,"Moselle",2262,57582
57194,"Entrange",57,"Moselle",1215,57600
57195,"Epping",57,"Moselle",561,57108
57196,"Erching",57,"Moselle",419,57091
57197,"Ernestviller",57,"Moselle",508,57746
57198,"Erstroff",57,"Moselle",190,57060
57199,"Escherange",57,"Moselle",693,57226
57200,"Les Étangs",57,"Moselle",403,57204
57201,"Etting",57,"Moselle",715,57477
57202,"Etzling",57,"Moselle",1147,57058
57203,"Évrange",57,"Moselle",220,57600
57204,"Failly",57,"Moselle",540,57204
57205,"Falck",57,"Moselle",2550,57296
57206,"Fameck",57,"Moselle",14798,57582
57207,"Farébersviller",57,"Moselle",5316,57058
57208,"Farschviller",57,"Moselle",1332,57373
57209,"Faulquemont",57,"Moselle",5155,57276
57210,"Fénétrange",57,"Moselle",658,67435
57211,"Fèves",57,"Moselle",1203,57545
57212,"Féy",57,"Moselle",735,57153
57213,"Filstroff",57,"Moselle",770,57215
57214,"Fixem",57,"Moselle",402,57370
57215,"Flastroff",57,"Moselle",355,57215
57216,"Fleisheim",57,"Moselle",140,57169
57217,"Flétrange",57,"Moselle",886,57276
57218,"Fleury",57,"Moselle",1286,57037
57219,"Flévy",57,"Moselle",574,57204
57220,"Flocourt",57,"Moselle",123,57037
57221,"Florange",57,"Moselle",11869,57582
57222,"Folkling",57,"Moselle",1374,57058
57224,"Folschviller",57,"Moselle",3957,57373
57225,"Fonteny",57,"Moselle",141,57528
57226,"Fontoy",57,"Moselle",3142,57226
57227,"Forbach",57,"Moselle",21130,57058
57228,"Fossieux",57,"Moselle",189,54315
57229,"Foulcrey",57,"Moselle",151,57229
57230,"Fouligny",57,"Moselle",193,57276
57231,"Foville",57,"Moselle",99,-1
57232,"Francaltroff",57,"Moselle",769,57060
57233,"Fraquelfing",57,"Moselle",86,57734
57234,"Frauenberg",57,"Moselle",600,57091
57235,"Freistroff",57,"Moselle",1020,57455
57236,"Frémery",57,"Moselle",88,57528
57237,"Frémestroff",57,"Moselle",304,57373
57238,"Fresnes-en-Saulnois",57,"Moselle",196,57528
57239,"Freybouse",57,"Moselle",435,57373
57240,"Freyming-Merlebach",57,"Moselle",13027,57373
57241,"Fribourg",57,"Moselle",164,57304
57242,"Gandrange",57,"Moselle",3029,57582
57244,"Garrebourg",57,"Moselle",490,57169
57245,"Gavisse",57,"Moselle",581,57370
57246,"Gelucourt",57,"Moselle",221,57353
57247,"Gerbécourt",57,"Moselle",74,57528
57248,"Givrycourt",57,"Moselle",89,-1
57249,"Glatigny",57,"Moselle",262,57204
57250,"Goetzenbruck",57,"Moselle",1444,57477
57251,"Goin",57,"Moselle",348,57037
57252,"Gomelange",57,"Moselle",467,57455
57253,"Gondrexange",57,"Moselle",505,57229
57254,"Gorze",57,"Moselle",1145,57153
57255,"Gosselming",57,"Moselle",569,57304
57256,"Gravelotte",57,"Moselle",810,57545
57257,"Grémecey",57,"Moselle",102,54113
57258,"Gréning",57,"Moselle",115,57060
57259,"Grindorff-Bizing",57,"Moselle",314,57215
57260,"Grosbliederstroff",57,"Moselle",3297,57058
57261,"Gros-Réderching",57,"Moselle",1299,57091
57262,"Grostenquin",57,"Moselle",635,57060
57263,"Grundviller",57,"Moselle",647,57746
57264,"Guebenhouse",57,"Moselle",415,57746
57265,"Guébestroff",57,"Moselle",59,57060
57266,"Guéblange-lès-Dieuze",57,"Moselle",145,57353
57267,"Le Val-de-Guéblange",57,"Moselle",815,57746
57268,"Guébling",57,"Moselle",124,57060
57269,"Guénange",57,"Moselle",7761,57582
57270,"Val-de-Bride",57,"Moselle",540,57353
57271,"Guenviller",57,"Moselle",679,57373
57272,"Guermange",57,"Moselle",91,-1
57273,"Guerstling",57,"Moselle",376,57215
57274,"Guerting",57,"Moselle",866,57296
57275,"Guessling-Hémering",57,"Moselle",917,57373
57276,"Guinglange",57,"Moselle",335,57276
57277,"Guinkirchen",57,"Moselle",145,57455
57278,"Guinzeling",57,"Moselle",64,57060
57280,"Guntzviller",57,"Moselle",363,57169
57281,"Haboudange",57,"Moselle",232,57528
57282,"Hagen",57,"Moselle",360,57600
57283,"Hagondange",57,"Moselle",9321,57582
57284,"Hallering",57,"Moselle",108,57276
57286,"Halstroff",57,"Moselle",304,57215
57287,"Basse-Ham",57,"Moselle",2237,57370
57288,"Ham-sous-Varsberg",57,"Moselle",2875,57296
57289,"Hambach",57,"Moselle",2831,57746
57290,"Hampont",57,"Moselle",171,57353
57291,"Hangviller",57,"Moselle",262,67133
57292,"Hannocourt",57,"Moselle",17,57528
57293,"Han-sur-Nied",57,"Moselle",252,57037
57294,"Hanviller",57,"Moselle",192,57108
57295,"Haraucourt-sur-Seille",57,"Moselle",107,57353
57296,"Hargarten-aux-Mines",57,"Moselle",1093,57296
57297,"Harprich",57,"Moselle",185,57060
57298,"Harreberg",57,"Moselle",371,57734
57299,"Hartzviller",57,"Moselle",937,57734
57300,"Haselbourg",57,"Moselle",308,57169
57301,"Haspelschiedt",57,"Moselle",304,57108
57302,"Hattigny",57,"Moselle",204,57229
57303,"Hauconcourt",57,"Moselle",592,57582
57304,"Haut-Clocher",57,"Moselle",358,57304
57305,"Havange",57,"Moselle",451,57226
57306,"Hayange",57,"Moselle",15968,57226
57307,"Hayes",57,"Moselle",255,57455
57308,"Hazembourg",57,"Moselle",150,57746
57309,"Heining-lès-Bouzonville",57,"Moselle",483,57215
57310,"Hellering-lès-Fénétrange",57,"Moselle",190,57304
57311,"Hellimer",57,"Moselle",510,-1
57312,"Helstroff",57,"Moselle",487,57455
57313,"Hémilly",57,"Moselle",142,57276
57314,"Héming",57,"Moselle",495,57304
57315,"Henridorff",57,"Moselle",707,57169
57316,"Henriville",57,"Moselle",749,57373
57317,"Hérange",57,"Moselle",105,57169
57318,"Hermelange",57,"Moselle",214,57734
57319,"Herny",57,"Moselle",522,57276
57320,"Hertzing",57,"Moselle",181,57304
57321,"Hesse",57,"Moselle",554,57734
57322,"Hestroff",57,"Moselle",479,57455
57323,"Hettange-Grande",57,"Moselle",7765,57600
57324,"Hilbesheim",57,"Moselle",613,57304
57325,"Hilsprich",57,"Moselle",832,57746
57326,"Hinckange",57,"Moselle",336,57455
57328,"Holacourt",57,"Moselle",90,57528
57329,"Holling",57,"Moselle",438,57455
57330,"Holving",57,"Moselle",1262,57746
57331,"Hombourg-Budange",57,"Moselle",548,57455
57332,"Hombourg-Haut",57,"Moselle",6267,57373
57333,"Hommarting",57,"Moselle",824,57169
57334,"Hommert",57,"Moselle",314,57734
57335,"Honskirch",57,"Moselle",214,67435
57336,"L'Hôpital",57,"Moselle",5182,57373
57337,"Hoste",57,"Moselle",580,57373
57338,"Hottviller",57,"Moselle",508,57108
57339,"Hultehouse",57,"Moselle",364,57169
57340,"Hundling",57,"Moselle",1349,57058
57341,"Hunting",57,"Moselle",705,57370
57342,"Ibigny",57,"Moselle",92,57229
57343,"Illange",57,"Moselle",1799,57582
57344,"Imling",57,"Moselle",720,57304
57345,"Inglange",57,"Moselle",405,57370
57346,"Insming",57,"Moselle",597,-1
57347,"Insviller",57,"Moselle",172,-1
57348,"Ippling",57,"Moselle",794,57058
57349,"Jallaucourt",57,"Moselle",146,54315
57350,"Jouy-aux-Arches",57,"Moselle",1431,57153
57351,"Jury",57,"Moselle",1338,57037
57352,"Jussy",57,"Moselle",452,57545
57353,"Juvelize",57,"Moselle",72,57353
57354,"Juville",57,"Moselle",129,57528
57355,"Kalhausen",57,"Moselle",788,57746
57356,"Kanfen",57,"Moselle",1222,57600
57357,"Kappelkinger",57,"Moselle",418,-1
57358,"Kédange-sur-Canner",57,"Moselle",1071,57370
57359,"Kemplich",57,"Moselle",173,-1
57360,"Kerbach",57,"Moselle",1215,57058
57361,"Kerling-lès-Sierck",57,"Moselle",616,57370
57362,"Kerprich-aux-Bois",57,"Moselle",187,57304
57364,"Kirsch-lès-Sierck",57,"Moselle",317,-1
57365,"Kirschnaumen",57,"Moselle",466,57215
57366,"Kirviller",57,"Moselle",137,57746
57367,"Klang",57,"Moselle",216,57370
57368,"Knutange",57,"Moselle",3202,57226
57370,"Kœnigsmacker",57,"Moselle",2260,57370
57371,"Haute-Kontz",57,"Moselle",568,57370
57372,"Kuntzig",57,"Moselle",1362,57370
57373,"Lachambre",57,"Moselle",919,57373
57374,"Lafrimbolle",57,"Moselle",202,57734
57375,"Lagarde",57,"Moselle",183,57353
57376,"Lambach",57,"Moselle",487,57477
57377,"Landange",57,"Moselle",244,57229
57379,"Landroff",57,"Moselle",271,-1
57380,"Laneuveville-lès-Lorquin",57,"Moselle",106,57734
57381,"Laneuveville-en-Saulnois",57,"Moselle",283,57528
57382,"Langatte",57,"Moselle",605,57304
57383,"Languimberg",57,"Moselle",156,57304
57384,"Laning",57,"Moselle",624,57373
57385,"Laquenexy",57,"Moselle",1268,57037
57386,"Laudrefang",57,"Moselle",342,57373
57387,"Laumesfeld",57,"Moselle",292,57215
57388,"Launstroff",57,"Moselle",250,57215
57389,"Lelling",57,"Moselle",461,57373
57390,"Lemberg",57,"Moselle",1418,57477
57391,"Lemoncourt",57,"Moselle",61,57528
57392,"Lemud",57,"Moselle",531,57037
57393,"Lengelsheim",57,"Moselle",193,57108
57394,"Léning",57,"Moselle",337,57060
57395,"Lesse",57,"Moselle",204,57528
57396,"Lessy",57,"Moselle",771,57545
57397,"Ley",57,"Moselle",104,57353
57398,"Leyviller",57,"Moselle",508,57373
57399,"Lezey",57,"Moselle",91,57353
57401,"Lidrezing",57,"Moselle",84,57060
57402,"Liederschiedt",57,"Moselle",118,57108
57403,"Liéhon",57,"Moselle",130,57037
57404,"Lindre-Basse",57,"Moselle",209,57353
57405,"Lindre-Haute",57,"Moselle",52,57353
57406,"Liocourt",57,"Moselle",142,-1
57407,"Lixheim",57,"Moselle",577,57169
57408,"Lixing-lès-Rouhling",57,"Moselle",822,57058
57409,"Lixing-lès-Saint-Avold",57,"Moselle",670,57373
57410,"Lhor",57,"Moselle",143,57060
57411,"Lommerange",57,"Moselle",360,57226
57412,"Longeville-lès-Metz",57,"Moselle",3960,57545
57413,"Longeville-lès-Saint-Avold",57,"Moselle",3611,57373
57414,"Lorquin",57,"Moselle",1135,57734
57415,"Lorry-lès-Metz",57,"Moselle",1731,57545
57416,"Lorry-Mardigny",57,"Moselle",671,57153
57417,"Lostroff",57,"Moselle",70,57060
57418,"Loudrefing",57,"Moselle",312,-1
57419,"Loupershouse",57,"Moselle",895,57058
57421,"Loutzviller",57,"Moselle",156,57108
57422,"Louvigny",57,"Moselle",881,54312
57423,"Lubécourt",57,"Moselle",70,57528
57424,"Lucy",57,"Moselle",231,57528
57425,"Luppy",57,"Moselle",581,57037
57426,"Luttange",57,"Moselle",928,57582
57427,"Lutzelbourg",57,"Moselle",564,57169
57428,"Macheren",57,"Moselle",2802,57373
57430,"Mainvillers",57,"Moselle",323,57276
57431,"Maizeroy",57,"Moselle",415,57037
57433,"Maizières-lès-Metz",57,"Moselle",11792,57582
57434,"Maizières-lès-Vic",57,"Moselle",476,57229
57436,"Malaucourt-sur-Seille",57,"Moselle",128,54315
57437,"Malling",57,"Moselle",664,57370
57438,"Malroy",57,"Moselle",351,57204
57439,"Manderen-Ritzing",57,"Moselle",602,-1
57440,"Manhoué",57,"Moselle",141,54315
57441,"Manom",57,"Moselle",3010,57370
57442,"Many",57,"Moselle",245,57276
57443,"Marange-Silvange",57,"Moselle",6527,57582
57444,"Marange-Zondrange",57,"Moselle",364,57276
57445,"Marieulles",57,"Moselle",700,57153
57446,"Marimont-lès-Bénestroff",57,"Moselle",49,57060
57447,"Marly",57,"Moselle",9971,57153
57448,"Marsal",57,"Moselle",239,57353
57449,"Marsilly",57,"Moselle",589,57204
57451,"Marthille",57,"Moselle",167,57528
57452,"La Maxe",57,"Moselle",1047,57204
57453,"Maxstadt",57,"Moselle",300,57373
57454,"Mécleuves",57,"Moselle",1206,57037
57455,"Mégange",57,"Moselle",141,57455
57456,"Meisenthal",57,"Moselle",652,57477
57457,"Menskirch",57,"Moselle",138,57215
57459,"Merschweiller",57,"Moselle",289,-1
57460,"Merten",57,"Moselle",1460,57296
57461,"Métairies-Saint-Quirin",57,"Moselle",276,57734
57462,"Metting",57,"Moselle",441,67133
57463,"Metz",57,"Moselle",120874,57545
57464,"Metzeresche",57,"Moselle",978,-1
57465,"Metzervisse",57,"Moselle",2272,57370
57466,"Metzing",57,"Moselle",670,57058
57467,"Mey",57,"Moselle",309,57204
57468,"Mittelbronn",57,"Moselle",658,57169
57469,"Mittersheim",57,"Moselle",588,-1
57470,"Molring",57,"Moselle",7,57060
57471,"Momerstroff",57,"Moselle",297,57296
57472,"Moncheux",57,"Moselle",147,57037
57473,"Moncourt",57,"Moselle",64,57353
57474,"Mondelange",57,"Moselle",5720,57582
57475,"Mondorff",57,"Moselle",555,57600
57476,"Monneren",57,"Moselle",404,57215
57477,"Montbronn",57,"Moselle",1587,57477
57478,"Montdidier",57,"Moselle",86,57060
57479,"Montenach",57,"Moselle",481,57370
57480,"Montigny-lès-Metz",57,"Moselle",21854,57545
57481,"Montois-la-Montagne",57,"Moselle",2723,54391
57482,"Ogy-Montoy-Flanville",57,"Moselle",1762,57204
57483,"Morhange",57,"Moselle",3377,57060
57484,"Morsbach",57,"Moselle",2666,57058
57485,"Morville-lès-Vic",57,"Moselle",118,57353
57486,"Morville-sur-Nied",57,"Moselle",116,57528
57487,"Moulins-lès-Metz",57,"Moselle",5088,57545
57488,"Moussey",57,"Moselle",562,57229
57489,"Mouterhouse",57,"Moselle",280,57477
57490,"Moyenvic",57,"Moselle",335,57353
57491,"Moyeuvre-Grande",57,"Moselle",7330,54391
57492,"Moyeuvre-Petite",57,"Moselle",446,54391
57493,"Mulcey",57,"Moselle",210,57353
57494,"Munster",57,"Moselle",238,-1
57495,"Narbéfontaine",57,"Moselle",115,57276
57496,"Nébing",57,"Moselle",335,57060
57497,"Nelling",57,"Moselle",261,-1
57498,"Neufchef",57,"Moselle",2621,57226
57499,"Neufgrange",57,"Moselle",1335,57746
57500,"Neufmoulins",57,"Moselle",40,57229
57501,"Neufvillage",57,"Moselle",44,57060
57502,"Neunkirchen-lès-Bouzonville",57,"Moselle",330,57215
57504,"Niderhoff",57,"Moselle",278,57734
57505,"Niderviller",57,"Moselle",1172,57734
57506,"Niederstinzel",57,"Moselle",241,67435
57507,"Niedervisse",57,"Moselle",271,57296
57508,"Nilvange",57,"Moselle",4394,57226
57509,"Nitting",57,"Moselle",500,57734
57510,"Noisseville",57,"Moselle",1097,57204
57511,"Norroy-le-Veneur",57,"Moselle",1013,57545
57512,"Nouilly",57,"Moselle",720,57204
57513,"Nousseviller-lès-Bitche",57,"Moselle",155,57108
57514,"Nousseviller-Saint-Nabor",57,"Moselle",1188,57058
57515,"Novéant-sur-Moselle",57,"Moselle",1858,57153
57516,"Oberdorff",57,"Moselle",336,57296
57517,"Obergailbach",57,"Moselle",272,57091
57518,"Oberstinzel",57,"Moselle",323,57304
57519,"Obervisse",57,"Moselle",160,57296
57520,"Obreck",57,"Moselle",35,57528
57521,"Œting",57,"Moselle",2674,57058
57524,"Ommeray",57,"Moselle",128,57353
57525,"Oriocourt",57,"Moselle",56,57528
57526,"Ormersviller",57,"Moselle",381,57108
57527,"Orny",57,"Moselle",388,57037
57528,"Oron",57,"Moselle",106,57528
57529,"Ottange",57,"Moselle",3065,54096
57530,"Ottonville",57,"Moselle",447,57296
57531,"Oudrenne",57,"Moselle",736,57370
57532,"Pagny-lès-Goin",57,"Moselle",230,54312
57533,"Pange",57,"Moselle",873,57037
57534,"Peltre",57,"Moselle",1821,57037
57535,"Petit-Réderching",57,"Moselle",1420,57477
57536,"Petit-Tenquin",57,"Moselle",218,-1
57537,"Petite-Rosselle",57,"Moselle",6216,57058
57538,"Pettoncourt",57,"Moselle",297,54113
57539,"Pévange",57,"Moselle",44,57060
57540,"Phalsbourg",57,"Moselle",4683,57169
57541,"Philippsbourg",57,"Moselle",608,-1
57542,"Piblange",57,"Moselle",966,57455
57543,"Pierrevillers",57,"Moselle",1478,57582
57544,"Plaine-de-Walsch",57,"Moselle",606,57734
57545,"Plappeville",57,"Moselle",2028,57545
57546,"Plesnois",57,"Moselle",792,57545
57547,"Pommérieux",57,"Moselle",718,54312
57548,"Pontoy",57,"Moselle",587,57037
57549,"Pontpierre",57,"Moselle",751,57373
57550,"Porcelette",57,"Moselle",2472,57296
57551,"Postroff",57,"Moselle",203,67435
57552,"Pouilly",57,"Moselle",827,57153
57553,"Pournoy-la-Chétive",57,"Moselle",619,57153
57554,"Pournoy-la-Grasse",57,"Moselle",717,57037
57555,"Prévocourt",57,"Moselle",114,57528
57556,"Puttelange-aux-Lacs",57,"Moselle",3051,57746
57557,"Puttelange-lès-Thionville",57,"Moselle",1017,57600
57558,"Puttigny",57,"Moselle",76,57528
57559,"Puzieux",57,"Moselle",170,57528
57560,"Racrange",57,"Moselle",618,57060
57561,"Rahling",57,"Moselle",725,57477
57562,"Ranguevaux",57,"Moselle",883,57582
57563,"Raville",57,"Moselle",253,57276
57564,"Réchicourt-le-Château",57,"Moselle",559,57229
57565,"Rédange",57,"Moselle",1004,54096
57566,"Réding",57,"Moselle",2334,57304
57567,"Rémelfang",57,"Moselle",145,57455
57568,"Rémelfing",57,"Moselle",1338,57091
57569,"Rémeling",57,"Moselle",334,57215
57570,"Rémering",57,"Moselle",416,57296
57571,"Rémering-lès-Puttelange",57,"Moselle",1017,57746
57572,"Rémilly",57,"Moselle",2029,57037
57573,"Réning",57,"Moselle",132,57060
57574,"Basse-Rentgen",57,"Moselle",523,57600
57575,"Retonfey",57,"Moselle",1338,57204
57576,"Rettel",57,"Moselle",822,57370
57577,"Reyersviller",57,"Moselle",376,57477
57578,"Rezonville-Vionville",57,"Moselle",495,57153
57579,"Rhodes",57,"Moselle",126,57304
57580,"Riche",57,"Moselle",185,57060
57581,"Richeling",57,"Moselle",349,57746
57582,"Richemont",57,"Moselle",2116,57582
57583,"Richeval",57,"Moselle",122,57229
57584,"Rimling",57,"Moselle",643,57091
57586,"Rochonvillers",57,"Moselle",195,57226
57587,"Rodalbe",57,"Moselle",247,57060
57588,"Rodemack",57,"Moselle",1287,57600
57589,"Rohrbach-lès-Bitche",57,"Moselle",2298,57477
57590,"Rolbing",57,"Moselle",259,57108
57591,"Rombas",57,"Moselle",9697,57582
57592,"Romelfing",57,"Moselle",339,57304
57593,"Roncourt",57,"Moselle",1039,54391
57594,"Roppeviller",57,"Moselle",97,57108
57595,"Rorbach-lès-Dieuze",57,"Moselle",49,-1
57596,"Rosbruck",57,"Moselle",739,57058
57597,"Rosselange",57,"Moselle",2485,57582
57598,"Rouhling",57,"Moselle",1978,57058
57599,"Roupeldange",57,"Moselle",349,57455
57600,"Roussy-le-Village",57,"Moselle",1526,57600
57601,"Rozérieulles",57,"Moselle",1326,57545
57602,"Rurange-lès-Thionville",57,"Moselle",2374,57582
57603,"Russange",57,"Moselle",1262,54096
57604,"Rustroff",57,"Moselle",645,57370
57605,"Sailly-Achâtel",57,"Moselle",311,57037
57606,"Saint-Avold",57,"Moselle",15045,57373
57607,"Sainte-Barbe",57,"Moselle",773,57204
57609,"Saint-Epvre",57,"Moselle",174,57528
57610,"Saint-François-Lacroix",57,"Moselle",319,57215
57611,"Saint-Georges",57,"Moselle",194,57229
57612,"Saint-Hubert",57,"Moselle",234,57455
57613,"Saint-Jean-de-Bassel",57,"Moselle",332,57304
57614,"Saint-Jean-Kourtzerode",57,"Moselle",700,57169
57615,"Saint-Jean-Rohrbach",57,"Moselle",963,-1
57616,"Saint-Julien-lès-Metz",57,"Moselle",3514,57204
57617,"Saint-Jure",57,"Moselle",279,54312
57618,"Saint-Louis",57,"Moselle",632,57169
57619,"Saint-Louis-lès-Bitche",57,"Moselle",464,57477
57620,"Sainte-Marie-aux-Chênes",57,"Moselle",4505,54391
57621,"Saint-Médard",57,"Moselle",107,57353
57622,"Saint-Privat-la-Montagne",57,"Moselle",1885,54391
57623,"Saint-Quirin",57,"Moselle",703,57734
57624,"Sainte-Ruffine",57,"Moselle",588,57545
57625,"Salonnes",57,"Moselle",171,-1
57626,"Sanry-lès-Vigy",57,"Moselle",515,57204
57627,"Sanry-sur-Nied",57,"Moselle",389,57037
57628,"Sarralbe",57,"Moselle",4392,57746
57629,"Sarraltroff",57,"Moselle",786,57304
57630,"Sarrebourg",57,"Moselle",12359,57304
57631,"Sarreguemines",57,"Moselle",20624,57091
57633,"Sarreinsming",57,"Moselle",1234,57091
57634,"Saulny",57,"Moselle",1559,57545
57635,"Schalbach",57,"Moselle",374,67133
57636,"Schmittviller",57,"Moselle",329,57477
57637,"Schneckenbusch",57,"Moselle",310,57734
57638,"Schœneck",57,"Moselle",2450,57058
57639,"Schorbach",57,"Moselle",533,57108
57640,"Schwerdorff",57,"Moselle",471,57215
57641,"Schweyen",57,"Moselle",314,57108
57642,"Scy-Chazelles",57,"Moselle",2662,57545
57643,"Secourt",57,"Moselle",200,57037
57644,"Seingbouse",57,"Moselle",1717,57373
57645,"Semécourt",57,"Moselle",1022,57545
57647,"Serémange-Erzange",57,"Moselle",4174,57582
57648,"Servigny-lès-Raville",57,"Moselle",499,57276
57649,"Servigny-lès-Sainte-Barbe",57,"Moselle",472,57204
57650,"Sierck-les-Bains",57,"Moselle",1772,57370
57651,"Siersthal",57,"Moselle",637,57477
57652,"Sillegny",57,"Moselle",609,54312
57653,"Silly-en-Saulnois",57,"Moselle",34,57037
57654,"Silly-sur-Nied",57,"Moselle",704,57204
57655,"Solgne",57,"Moselle",1131,57037
57656,"Sorbey",57,"Moselle",389,57037
57657,"Sotzeling",57,"Moselle",23,57060
57658,"Soucht",57,"Moselle",1034,57477
57659,"Spicheren",57,"Moselle",3218,57058
57660,"Stiring-Wendel",57,"Moselle",11067,57058
57661,"Sturzelbronn",57,"Moselle",170,-1
57662,"Suisse",57,"Moselle",97,57528
57663,"Talange",57,"Moselle",7938,57582
57664,"Tarquimpol",57,"Moselle",61,57353
57665,"Tenteling",57,"Moselle",1046,57058
57666,"Terville",57,"Moselle",7456,57582
57667,"Téterchen",57,"Moselle",773,57296
57668,"Teting-sur-Nied",57,"Moselle",1262,57373
57669,"Théding",57,"Moselle",2441,57058
57670,"Thicourt",57,"Moselle",132,57276
57671,"Thimonville",57,"Moselle",147,57528
57672,"Thionville",57,"Moselle",42163,57226
57673,"Thonville",57,"Moselle",50,-1
57674,"Tincry",57,"Moselle",173,57528
57675,"Torcheville",57,"Moselle",118,57060
57676,"Tragny",57,"Moselle",89,57037
57677,"Trémery",57,"Moselle",1002,57582
57678,"Tressange",57,"Moselle",2383,57226
57679,"Tritteling-Redlach",57,"Moselle",520,57276
57680,"Troisfontaines",57,"Moselle",1250,57734
57681,"Tromborn",57,"Moselle",327,57296
57682,"Turquestein-Blancrupt",57,"Moselle",10,-1
57683,"Uckange",57,"Moselle",6976,57582
57684,"Vahl-Ebersing",57,"Moselle",507,57373
57685,"Vahl-lès-Bénestroff",57,"Moselle",153,57060
57686,"Vahl-lès-Faulquemont",57,"Moselle",245,57276
57687,"Vallerange",57,"Moselle",211,57060
57689,"Valmestroff",57,"Moselle",340,57370
57690,"Valmont",57,"Moselle",2945,57373
57691,"Valmunster",57,"Moselle",83,57455
57692,"Vannecourt",57,"Moselle",71,57528
57693,"Vantoux",57,"Moselle",813,57204
57694,"Vany",57,"Moselle",465,57204
57695,"Varize-Vaudoncourt",57,"Moselle",498,57276
57696,"Varsberg",57,"Moselle",970,57296
57697,"Vasperviller",57,"Moselle",316,57734
57698,"Vatimont",57,"Moselle",311,57528
57700,"Vaudreching",57,"Moselle",491,57296
57701,"Vaux",57,"Moselle",810,57545
57702,"Vaxy",57,"Moselle",169,57528
57703,"Veckersviller",57,"Moselle",231,67133
57704,"Veckring",57,"Moselle",643,57370
57705,"Velving",57,"Moselle",210,57296
57706,"Vergaville",57,"Moselle",539,57060
57707,"Vernéville",57,"Moselle",673,57545
57708,"Verny",57,"Moselle",2005,57153
57709,"Vescheim",57,"Moselle",308,57169
57711,"Vibersviller",57,"Moselle",390,67435
57712,"Vic-sur-Seille",57,"Moselle",1329,57353
57713,"Vieux-Lixheim",57,"Moselle",247,57169
57714,"Haute-Vigneulles",57,"Moselle",442,57276
57715,"Vigny",57,"Moselle",389,57037
57716,"Vigy",57,"Moselle",1607,57204
57717,"Viller",57,"Moselle",177,-1
57718,"Villers-Stoncourt",57,"Moselle",219,57276
57719,"Villers-sur-Nied",57,"Moselle",82,57528
57720,"Villing",57,"Moselle",510,57296
57721,"Vilsberg",57,"Moselle",347,67133
57723,"Virming",57,"Moselle",292,57060
57724,"Vitry-sur-Orne",57,"Moselle",2975,57582
57725,"Vittersbourg",57,"Moselle",337,-1
